object_id,publisher,journal,issn
item_3559047,American Physical Society,Physical Review Letters,0031-9007
item_3511396,AAAS,Science Advances,2375-2548
item_3559019,Springer,BMC Biology,1741-7007
item_3487304,Nature Publishing Group,Nature Methods,1548-7091
item_3549904,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3596808,American Chemical Society,Journal of the American Chemical Society,0002-7863
item_3510916,Academic Press,Neurobiology of Disease,0969-9961
item_3551546,Royal Society ,Proceedings of the Royal Society B: Biological Sciences ,0962-8452
item_3528485,Springer-Verlag,Dynamic Games and Applications,2153-0785
item_3517613,Oxford University Press ,NAR: genomics and bioinformatics,2631-9268
item_3556646,American Association for the Advancement of Science (AAAS),Science,0036-8075
item_3551589,Nature Publishing Group,Nature Communications,2041-1723
item_3484427,,Cancer Cell International,
item_3524895,Wiley-VCH,Advanced Science,2198-3844
item_3511829,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3498269,Royal Society,"Philosophical Transactions of the Royal Society of London, Series B: Biological Sciences",0962-8436
item_3525447,American Physical Society,Physical Review D,0556-2821
item_3489056,American Chemical Society,Accounts of Chemical Research,0001-4842
item_3525100,Wiley-VCH,Advanced Materials,0935-9648
item_3602252,Routledge; Tayler & Francis,Nordic journal of human rights,1891-8131
item_3563795,Royal Society of Chemistry,Physical Chemistry Chemical Physics,1463-9076
item_3513344,AVS Science and Technology Society,"Journal of Vacuum Science and Technology A: Vacuum, Surfaces and Films",07342101
item_3573953,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3574546,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3515344,Nature Publishing Group,Scientific Reports,2045-2322
item_3560408,WILEY-VCH ,Physica Status Solidi RRL - Rapid Research Letters,1862-6270
item_3513530,Frontiers Media S.A.,Frontiers in Psychology,1664-1078
item_3504702,Society of Neuroscience,The Journal of Neuroscience ,0270-6474
item_3618748,Nature Publishing Group,Nature,0028-0836
item_3564744,Pergamon,Marine Pollution Bulletin,0025-326X
item_3557546,Springer International,Astronomy and Astrophysics Review,0935-4956
item_3549629,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3558227,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3557855,IOP Publishing,Journal of Cosmology and Astroparticle Physics,1475-7516
item_3591531,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3564688,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3501910,IOP Publishing,The Planetary Science Journal,2632-3338
item_3574207,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3573964,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3526187,Nature Pub. Group,Nature Physics,1745-2473
item_3524604,American Chemical Society,Journal of Chemical Theory and Computation,1549-9618
item_3507369,AIP Publishing,Journal of Applied Physics,0021-8979
item_3570922,IOP Publishing,Journal of Instrumentation,1748-0221
item_3492010,Nature Research ,Nature Reviews Methods Primers,2662-8449
item_3500490,WILEY-VCH,Small Methods ,2366-9608
item_3517014,American Psychological Association (PsycARTICLES),Psychological Bulletin,0033-2909
item_3565414,American Chemical Society,Journal of the American Chemical Society,0002-7863
item_3559217,Springer-Verlag,Primates,0032-8332
item_3562014,MDPI,Viruses,1999-4915
item_3542449,Springer Nature,Nature Metabolism,2522-5812
item_3510628,Oxford University Press,Journal of the American Medical Informatics Association,1527-974X (eISSN)
item_3542418,American Physical Society (APS),Physical Review Research,2643-1564
item_3524924,Wiley-VCH,ChemistryOpen,2191-1363
item_3505728,Nature Pub. Group,Nature Physics,1745-2473
item_3528004,Royal Society of Chemistry,Nanoscale Advances,2516-0230
item_3484897,American Physical Society,Physical Review A,1050-2947
item_3524356,Elsevier,Neurobiology of Stress,2352-2895
item_3527863,Elsevier,NEUROBIOLOGY OF STRESS,2352-2895
item_3496680,Nature Publishing Group,Nature Communications,2041-1723
item_3503056,American Physical Society,Physical Review B,1098-0121
item_3492990,Nature Publishing Group,Nature Communications,2041-1723
item_3505479,eLife Sciences Publications,eLife,2050-084X
item_3565672,AIP Publishing,Review of Scientific Instruments,0034-6748
item_3559496,Internation Union of Crystallography,"Acta Crystallographica , Section E: Crystallographic Communications",2056-9890
item_3589563,Brill,International Journal of Social Imaginaries,2772-7858
item_3521185,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3525753,Verlag Johann Ambrosius Barth / Wiley-VCH ,Zeitschrift für anorganische und allgemeine Chemie,0044-2313
item_3549226,Verlag Johann Ambrosius Barth / Wiley-VCH ,Zeitschrift für anorganische und allgemeine Chemie,0044-2313
item_3508693,John Wiley & Sons,"Proteins: Structure, Function, and Bioinformatics",0887-3585
item_3524818,Japanese Society of Plant Physiologists.,Plant and Cell Physiology,0032-0781
item_3513204,IUCr/Wiley,Acta Crystallographica Section A: Foundations and Advances,2053-2733
item_3528299,Verlag Johann Ambrosius Barth / Wiley-VCH ,Zeitschrift für anorganische und allgemeine Chemie,0044-2313
item_3521375,American Institute of Physics,Physics of Fluids,0031-9171
item_3487903,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3556856,American Chemical Society,ACS Applied Nano Materials,2574-0970
item_3496777,Royal Society of Chemistry,Chemical Communications,1359-7345
item_3548391,Nature Publishing Group,Horticulture Research,2052-7276
item_3528301,Verlag Johann Ambrosius Barth / Wiley-VCH ,Zeitschrift für anorganische und allgemeine Chemie,0044-2313
item_3484721,American Chemical Society,ACS Nano,1936-0851
item_3547603,Oxford University Press,Clinical and Experimental Immunology,0009-9104
item_3527530,Elsevier ,iScience,2589-0042
item_3552528,Elsevier,Expert Systems with Applications,09574174
item_3615027,ACS,ACS Catalysis,2155-5435
item_3531690,American Psychological Association,Psychological Review ,1939-1471
item_3549614,American Physical Society,Physical Review E,1539-3755
item_3527682,Royal Society of Chemistry,Chemical Science,2041-6520
item_3526903,Royal Society of Chemistry,Chemical Science,2041-6520
item_3480379,Nature Publishing Group,The ISME Journal,1751-7370
item_3506554,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3515965,Nature Publishing Group,Nature Communications,2041-1723
item_3558751,American Association for the Advancement of Science,Science,0036-8075
item_3527082,Nature Publishing Group,Nature Communications,2041-1723
item_3557903,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3569953,IOP Publishing,Journal of Instrumentation,1748-0221
item_3514389,Cambridge University Press.,Behavioral and Brain Sciences,0140-525X
item_3572427,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3595511,W. Kohlhammer,Verwaltungsrundschau,0342-5592
item_3502383,Springer,Ethik in der Medizin,0935-7335
item_3514066,Sage,History of Science,0073-2753
item_3502886,Nature Publishing Group,Nature Communications,2041-1723
item_3513043,,Geoscientific Model Development,1991-959X
item_3514746,American Chemical Society,ACS Macro Letters,2161-1653
item_3316916,Royal Society of Chemistry,Journal of Materials Chemistry A,2050-7488
item_3527636,IOP Publishing,New Journal of Physics,1367-2630
item_3526359,Nature Publishing Group,Nature Communications,2041-1723
item_3496110,EDP Sciences,EPJ Web of Conferences,
item_3564363,Nature Publishing Group,Nature Methods,1548-7091
item_3489283,WILEY-VCH Verlag,Advanced Engineering Materials,1438-1656
item_3536872,Wiley (John Wiley & Sons),AIChE Journal,0001-1541
item_3569683,ACM,ACM Transactions on Graphics,0730-0301
item_3501513,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3536957,American Chemical Society,The Journal of Physical Chemistry B,1520-6106
item_3492337,American Chemical Society,Journal of the American Chemical Society,0002-7863
item_3513667,American Physical Society (APS),Physical Review Research,2643-1564
item_3542256,Springer (Biomed Central Ltd.),Human Genomics,1479-7364
item_3505169,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3509726,American Physical Society,Physical Review D,2470-0010
item_3559253,Springer-Verlag,EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE,0940-1334
item_3515766,Springer Science and Business Media LLC,Nature Reviews Molecular Cell Biology,1471-0072
item_3527192,American Physical Society,Physical Review B,1098-0121
item_3551568,American Physical Society,Physical Review D,0556-2821
item_3508712,American Association for the Advancement of Science,Science,0036-8075
item_3558780,Wiley-Liss,Human Brain Mapping,1065-9471
item_3513763,Blackwell Science,The Plant Journal,0960-7412
item_3548380,Nature Publishing Group,Nature Communications,2041-1723
item_3531635,Elsevier Current Trends,Trends in Genetics,0168-9525
item_3390038,Blackwell Pub.,Plant Biotechnology Journal,1467-7644
item_3521750,Springer Nature,Communications Biology,2399-3642
item_3549350,American Institute of Physics,The Journal of Chemical Physics,0021-9606
item_3528824,Psychonomic Society,Behavior Research Methods,1554-3528
item_3493338,Routledge,"Language, Cognition and Neuroscience ",
item_3563388,American Physical Society,Physical Review B,1098-0121
item_3489941,American Chemical Society,Langmuir,0743-7463
item_3562934,American Physical Society,Physical Review Applied,2331-7019
item_3501837,Elsevier B. V.,Scripta Materialia,1359-6462
item_3553241,Oxford University Press,Bioinformatics,1367-4803
item_3506165,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3518204,American Physical Society,Physical Review B,1098-0121
item_3523540,Nature Research,Nature Reviews Earth & Environment,2662-138X
item_3502887,Frontiers Media,Frontiers in Plant Science,1664-462X
item_3497157,Public Library of Science,PLoS One,1932-6203
item_3517619,John Wiley & Sons,Movement Disorders,0885-3185
item_3512992,American Association for the Advancement of Science,Science,0036-8075
item_3489685,Springer Sciences & Business Media,Metallurgical and Materials Transactions A,1073-5623
item_3458120,Published by Copernicus on behalf of the European Geosciences Union,Climate of the Past,1814-9324
item_3570412,Wiley-VCH,Annalen der Physik,0003-3804
item_3558842,Genetics Society of America,"G3: Genes, Genomes, Genetics",2160-1836
item_3563083,Public Library of Science,PLoS Biology,1544-9173
item_3489973,Biomed Central,Cardiovascular Diabetology,1475-2840
item_3528664,Published by the University of Chicago Press for the Infectious Diseases Society of America,Journal of Infectious Diseases,0022-1899
item_3513149,Society of Neuroscience,The Journal of Neuroscience ,0270-6474
item_3514764,Wiley-Blackwell,Molecular Ecology,0962-1083
item_3502829,Elsevier BV,Journal of Energy Chemistry,20954956
item_3493743,Wiley-VCH,Advanced Materials,0935-9648
item_3332258,Company,Biology Open,
item_3509504,MDPI,Entropy,1099-4300
item_3509498,MDPI,Entropy,1099-4300
item_3559372,American Chemical Society,Journal of the American Chemical Society,
item_3550830,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3520993,Springer,Rechtsmedizin,0937-9819
item_3555369,Blackwell Pub.,Plant Biotechnology Journal,1467-7644
item_3559014,Blackwell Pub.,Aging Cell,1474-9718
item_3511543,Nature Research,Nature Reviews Physics,2522-5820
item_3548531,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3550272,Oxford University Press,Nucleic Acids Research,0305-1048
item_3549810,Springer-Verlag,EPJ data science,2193-1127
item_3489107,Wiley-VCH,Advanced Healthcare Materials,2192-2640
item_3548275,Nature Publishing Group,Nature Protocols,1750-2799
item_3614795,Elsevier B. V.,Additive Manufacturing,2214-8604
item_3518523,Wiley-VCH,Advanced Materials,0935-9648
item_3506491,Springer-Verlag,Experimental Astronomy,0922-6435
item_3501583,Springer-Verlag,Experimental Astronomy,0922-6435
item_3518711,Nature Publishing Group,Scientific Reports,2045-2322
item_3527453,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,0027-8424
item_3525388,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3558066,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3524531,Springer Nature Ltd.,Nature Synthesis,2731-0582
item_3572057,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3558749,Japanese Society of Plant Physiologists.,Plant and Cell Physiology,0032-0781
item_3527193,Nature Publishing Group,Nature,0028-0836
item_3365443,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3505711,Optical Society of America,Applied Optics,0003-6935
item_3551124,Nature Publishing Group,Nature,0028-0836
item_3493734,MDPI,Condensed Matter,2410-3896
item_3487971,Oxford University Press,Nucleic Acids Research,0305-1048
item_3530663,American Physical Society,Physical Review D,0556-2821
item_3510590,EDP Science,EPL,0295-5075
item_3532291,American Chemical Society,Nano Letters,1530-6984
item_3501234,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3520435,Nature Publishing Group,Scientific Reports,2045-2322
item_3505738,American Physical Society,Physical Review B,1098-0121
item_3523905,American Chemical Society,Anal. Chem.,0003-2700
item_3495277,Springer Science and Business Media LLC,Nature Ecology & Evolution,2397-334X
item_3517608,American Chemical Society,Journal of Chemical Theory and Computation,1549-9618
item_3523528,American Chemical Society,Analytical Chemistry,0003-2700
item_3514281,"MDPI, Molecular Diversity Preservation International",Energies,1996-1073
item_3561541,SIAM.,SIAM Journal on Computing,0097-5397
item_3531418,Elsevier B.V.,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",0168-9002
item_3496076,EDP Sciences,EPJ Web of Conferences,
